payment_id,order_id,paid_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,amount,status,method,transaction_ref
7000000170,1000000170,89.0,764,2,4.0,,36300.0,PAID,TRANSFER,TX-6YQEF864BWX0
7000000171,1000000171,,1490,1,,2733.0,15429.6,PENDING,CARD,
7000000172,1000000172,128.0,181,1,,607.0,28488.0,PAID,GATEWAY,TX-0DQD29Q3T08A
7000000173,1000000173,535.0,693,1,,1849.0,39315.0,PAID,CARD,TX-ALLSSFK7QIRJ
7000000174,1000000174,252.0,672,2,2.0,2475.0,14229.6,PAID,TRANSFER,TX-7EGA4TIAD1CG
7000000175,1000000175,154.0,786,1,,1699.0,15420.0,PAID,GATEWAY,TX-4RCDBOT74U6U
7000000176,1000000176,424.0,1347,2,2.0,1260.0,17968.5,PAID,CASH,TX-RZQOC4EU0DBF
7000000177,1000000177,330.0,628,1,,,16718.25,PAID,CARD,TX-8KSFQE50C7WX
7000000178,1000000178,490.0,1485,2,2.0,3036.0,16335.0,PAID,CARD,TX-UOPZ2LNTJYIU
7000000179,1000000179,591.0,805,1,,1866.0,88746.0,PAID,GATEWAY,TX-3467WCDPI2EY
7000000180,1000000180,143.0,445,1,,2685.0,31692.0,PAID,GATEWAY,TX-JKFCQJUKURK1
7000000181,1000000181,318.0,560,1,,2249.0,29359.2,PAID,CARD,TX-XWTR1UEIAQ3J
7000000182,1000000182,254.0,403,1,,1525.0,31546.8,PAID,GATEWAY,TX-7L09W7WAP0O0
7000000183,1000000183,302.0,693,2,1.0,1838.0,32670.0,PAID,TRANSFER,TX-A0GOAJB6RU3T
7000000184,1000000184,499.0,274,2,2.0,2613.0,16335.0,PAID,CASH,TX-W1W31Q5F7XKK
7000000185,1000000185,202.0,804,1,,600.0,73611.24,PAID,CARD,TX-QLQP66ZVGIMR
7000000186,1000000186,213.0,1495,1,,2585.0,14694.0,PAID,GATEWAY,TX-T1WW8PAWHLQ7
7000000187,1000000187,411.0,48,2,1.0,2002.0,39204.0,REFUNDED,CARD,TX-LNM2XQQ0VBQ6
7000000188,1000000188,603.0,661,2,3.0,2869.0,32670.0,PAID,CARD,TX-CGL3TKQVXCRL
7000000189,1000000189,125.0,984,1,,3020.0,45723.24,PAID,GATEWAY,TX-RYV7WF3XMBAU
7000000190,1000000190,158.0,1384,1,,1811.0,14229.6,PAID,CARD,TX-ACMA2H5CSRRQ
7000000191,1000000191,,788,1,,1179.0,106896.24,FAILED,CARD,
7000000192,1000000192,70.0,456,2,2.0,1133.0,14520.0,PAID,CASH,TX-R97RQQIO1QLM
7000000193,1000000193,46.0,427,1,,,40404.0,PAID,CARD,TX-FWUNIBW1GIX5
7000000194,1000000194,624.0,866,1,,913.0,54450.0,PAID,GATEWAY,TX-UI9XQ56QBUBU
7000000195,1000000195,426.0,371,1,,352.0,56666.4,PAID,CARD,TX-L3XKKJLIVBCN
7000000196,1000000196,595.0,1000,1,,1481.0,37500.0,PAID,GATEWAY,TX-R18606ZCYXQ6
7000000197,1000000197,101.0,1404,1,,2536.0,14268.0,PAID,GATEWAY,TX-511R6MDMB6O7
7000000198,1000000198,34.0,1159,1,,,36183.6,PAID,CARD,TX-HVOGE67SNVCE
7000000199,1000000199,445.0,1040,1,,,59280.0,PAID,GATEWAY,TX-GMUCJI7EKVZA
7000000200,1000000200,271.0,464,1,,2887.0,27036.0,PAID,GATEWAY,TX-FVLC254ZH0QA
7000000201,1000000201,322.0,166,1,,1631.0,50749.5,REFUNDED,GATEWAY,TX-UHXXCDXF1Q2B
7000000202,1000000202,454.0,1056,2,3.0,1262.0,43560.0,PAID,CARD,TX-9BINMYXDHZ0E
7000000203,1000000203,323.0,925,2,3.0,2299.0,39204.0,PAID,CARD,TX-QCZ1LK4KTCM2
7000000204,1000000204,,488,1,,678.0,50205.0,FAILED,GATEWAY,
7000000205,1000000205,275.0,903,1,,459.0,17787.0,PAID,CARD,TX-ZU368UUJ2G43
7000000206,1000000206,575.0,70,1,,1448.0,29659.2,PAID,CARD,TX-811NAE2DWBNU
7000000207,1000000207,495.0,1459,1,,,15841.08,PAID,GATEWAY,TX-FAXI1S9NPAXU
7000000208,1000000208,470.0,500,2,2.0,1838.0,53905.5,PAID,CASH,TX-XR8ZBM8PE4L9
7000000209,1000000209,460.0,361,1,,370.0,31692.0,PAID,CARD,TX-ADKEL21AA6Y8
7000000210,1000000210,446.0,476,1,,683.0,17835.0,PAID,CARD,TX-FHAK7TJ2GWD8
7000000211,1000000211,567.0,1400,2,1.0,1780.0,80803.8,REFUNDED,CASH,TX-4S764623AHW9
7000000212,1000000212,416.0,945,1,,106.0,15129.6,PAID,CARD,TX-W53ZG1IGAE7U
7000000213,1000000213,109.0,1443,1,,1390.0,20557.5,PAID,GATEWAY,TX-LPBS1GYAPNRR
7000000214,1000000214,204.0,1430,1,,2114.0,28342.8,PAID,GATEWAY,TX-T9LZX8UBES81
7000000215,1000000215,32.0,1330,1,,613.0,62628.15,PAID,CARD,TX-L8B7K0MHIHTF
7000000216,1000000216,498.0,274,1,,3105.0,19866.75,PAID,GATEWAY,TX-1ZY6N78JP289
7000000217,1000000217,98.0,1251,2,2.0,455.0,72554.62,PAID,CARD,TX-GIU5DSJNCTFT
7000000218,1000000218,189.0,176,1,,299.0,39750.6,PAID,CARD,TX-U18MD3SZXDF0
7000000219,1000000219,164.0,42,2,2.0,1205.0,54450.0,PAID,CASH,TX-4KBQ08F1IH6L
7000000220,1000000220,630.0,582,1,,1139.0,14694.0,PAID,CARD,TX-IDZYNING1FJ4
7000000221,1000000221,493.0,4,2,1.0,73.0,28459.2,PAID,CARD,TX-GOAPADJXH3W6
7000000222,1000000222,244.0,569,2,2.0,2286.0,26136.0,PAID,CARD,TX-4FCM56J61UM0
7000000223,1000000223,359.0,157,2,1.0,708.0,27442.8,PAID,CASH,TX-9W04PDTIIHE1
7000000224,1000000224,448.0,649,1,,230.0,50205.0,PAID,CARD,TX-SYTMXBV9MDPO
7000000225,1000000225,585.0,1230,1,,55.0,41164.2,PAID,CARD,TX-32II8K179YIX
7000000226,1000000226,200.0,197,1,,3115.0,36483.6,PAID,CARD,TX-7SRDV4EEHRDW
7000000227,1000000227,202.0,731,1,,1940.0,43888.8,PAID,GATEWAY,TX-O8PHNCK5QDAD
7000000228,1000000228,455.0,506,1,,2901.0,43588.8,PAID,CARD,TX-KUBXDHQCLJXC
7000000229,1000000229,,751,2,2.0,3016.0,16335.0,FAILED,CARD,
7000000230,1000000230,365.0,485,1,,201.0,40104.0,PAID,GATEWAY,TX-YX4B18B9QCL3
7000000231,1000000231,162.0,823,1,,2287.0,58072.5,PAID,GATEWAY,TX-PX6B4626S2QQ
7000000232,1000000232,419.0,680,1,,2906.0,45892.56,PAID,GATEWAY,TX-FRUXTNXJ8UWO
7000000233,1000000233,327.0,417,1,,531.0,19050.0,PAID,CARD,TX-Z4JKA0J2NBI5
7000000234,1000000234,516.0,677,1,,1685.0,29659.2,PAID,CARD,TX-E47RHOW59Q7S
7000000235,1000000235,,1327,2,2.0,2411.0,26136.0,FAILED,CASH,
7000000236,1000000236,372.0,593,2,1.0,,29040.0,PAID,CASH,TX-QF1ADFQ90QPH
7000000237,1000000237,322.0,606,2,1.0,1048.0,43560.0,PAID,CASH,TX-WRZQE54PFMIC
7000000238,1000000238,449.0,137,2,2.0,2139.0,25613.28,PAID,CASH,TX-9S9BHWO6L2MX
7000000239,1000000239,52.0,487,1,,1298.0,63408.6,PAID,GATEWAY,TX-XL0GF8E59JMZ
7000000240,1000000240,296.0,909,1,,179.0,48090.0,REFUNDED,CARD,TX-9A8F8BOR2KEG
7000000241,1000000241,286.0,179,2,1.0,2962.0,71874.0,PAID,CASH,TX-QH1J5TAC9PFH
7000000242,1000000242,,183,1,,1611.0,46023.24,FAILED,GATEWAY,
7000000243,1000000243,527.0,536,1,,2922.0,19965.0,PAID,CARD,TX-CUJ1U5XI18T1
7000000244,1000000244,258.0,1341,2,1.0,,24829.2,PAID,CARD,TX-9T0Z6M9ZMXZX
7000000245,1000000245,495.0,378,2,1.0,,48823.5,REFUNDED,CASH,TX-6831FEZ0MSG1
7000000246,1000000246,,548,1,,476.0,74596.5,FAILED,GATEWAY,
7000000247,1000000247,337.0,757,1,,116.0,19576.35,PAID,GATEWAY,TX-HKUMCISYOXOM
7000000248,1000000248,302.0,522,2,4.0,2139.0,13068.0,PAID,TRANSFER,TX-RLOSALSUL8SN
7000000249,1000000249,112.0,1384,2,3.0,290.0,47916.0,PAID,CASH,TX-NWGXV38PFITC
7000000250,1000000250,268.0,473,1,,1994.0,52955.25,PAID,CARD,TX-32B62346A4RY
7000000251,1000000251,77.0,1316,2,3.0,1075.0,41382.0,PAID,CASH,TX-PXPQUBPX8JRW
7000000252,1000000252,62.0,1356,2,1.0,1674.0,53361.0,PAID,CASH,TX-2XQZ21XG77FL
7000000253,1000000253,482.0,266,1,,597.0,56018.16,REFUNDED,GATEWAY,TX-SMD7KL9INTUO
7000000254,1000000254,288.0,1359,2,2.0,1810.0,25613.28,PAID,TRANSFER,TX-YGMEXF9LO4ZZ
7000000255,1000000255,227.0,843,1,,1968.0,18687.0,PAID,GATEWAY,TX-5LZ2L2E9EU0G
7000000256,1000000256,275.0,599,1,,83.0,29659.2,PAID,GATEWAY,TX-ATXAB0G3YVOL
7000000257,1000000257,518.0,1048,2,1.0,723.0,70059.0,PAID,CARD,TX-5ZVOMXW3HB9E
7000000258,1000000258,364.0,319,1,,1480.0,35385.0,PAID,CARD,TX-YRH62E21TRBX
7000000259,1000000259,616.0,846,1,,661.0,32805.12,REFUNDED,GATEWAY,TX-3JF46DE7KIOS
7000000260,1000000260,348.0,1491,1,,3128.0,41130.0,PAID,CARD,TX-XKQN8OY7GNJZ
7000000261,1000000261,593.0,79,1,,1306.0,29040.0,PAID,CARD,TX-2BYNCS5834BK
7000000262,1000000262,325.0,748,1,,862.0,43588.8,PAID,CARD,TX-KVZBDGVVVVDK
7000000263,1000000263,367.0,537,1,,987.0,49905.0,PAID,CARD,TX-SGWN0MODP9NU
